Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","235","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2918","Vegetables","2020","2020","1000 t","1623","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","2343","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2943","Meat","2020","2020","1000 t","1209","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2945","Offals","2020","2020","1000 t","57","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2946","Animal fats","2020","2020","1000 t","114","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2949","Eggs","2020","2020","1000 t","351","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","2911","E","Estimated value"
"FBS","Food Balances (2010-)","682","Saudi Arabia","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","142.91","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","3641","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","1680","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","1380","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","164","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2911","Pulses","2020","2020","1000 t","254","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2912","Treenuts","2020","2020","1000 t","12","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2913","Oilcrops","2020","2020","1000 t","1975","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","161","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2918","Vegetables","2020","2020","1000 t","2713","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","296","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2923","Spices","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","15","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2943","Meat","2020","2020","1000 t","281","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2945","Offals","2020","2020","1000 t","30","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2946","Animal fats","2020","2020","1000 t","11","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2949","Eggs","2020","2020","1000 t","42","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","247","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","514.49","E","Estimated value"
"FBS","Food Balances (2010-)","686","Senegal","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","11477","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","673","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","2018","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","635","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2911","Pulses","2020","2020","1000 t","55","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2912","Treenuts","2020","2020","1000 t","15","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2913","Oilcrops","2020","2020","1000 t","1496","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","327","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2918","Vegetables","2020","2020","1000 t","815","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","1770","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2923","Spices","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","696","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2943","Meat","2020","2020","1000 t","522","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2945","Offals","2020","2020","1000 t","38","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2946","Animal fats","2020","2020","1000 t","30","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2949","Eggs","2020","2020","1000 t","85","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","1584","E","Estimated value"
"FBS","Food Balances (2010-)","688","Serbia","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","9.35","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2913","Oilcrops","2020","2020","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2918","Vegetables","2020","2020","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2923","Spices","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2943","Meat","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2945","Offals","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2946","Animal fats","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2949","Eggs","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","690","Seychelles","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","136.18","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","1170","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","1888","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","81","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","7","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2911","Pulses","2020","2020","1000 t","82","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2912","Treenuts","2020","2020","1000 t","8","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2913","Oilcrops","2020","2020","1000 t","418","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","98","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2918","Vegetables","2020","2020","1000 t","468","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","270","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2922","Stimulants","2020","2020","1000 t","20","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2923","Spices","2020","2020","1000 t","6","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","17","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2943","Meat","2020","2020","1000 t","47","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2945","Offals","2020","2020","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2946","Animal fats","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2949","Eggs","2020","2020","1000 t","12","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","151","E","Estimated value"
"FBS","Food Balances (2010-)","694","Sierra Leone","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","202.19","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","4587","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","166","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","1273","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","321","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2911","Pulses","2020","2020","1000 t","25","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2912","Treenuts","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2913","Oilcrops","2020","2020","1000 t","725","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","111","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2918","Vegetables","2020","2020","1000 t","112","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","81","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","327","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2943","Meat","2020","2020","1000 t","140","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2945","Offals","2020","2020","1000 t","13","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2946","Animal fats","2020","2020","1000 t","53","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2949","Eggs","2020","2020","1000 t","46","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","930","E","Estimated value"
"FBS","Food Balances (2010-)","703","Slovakia","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","4.55","E","Estimated value"
